STORE_NBR,NCPDP_PROVIDER_ID,DISTRICT_NBR,REGION_NBR,OPERATION_NBR,STORE_TYPE,STORE_TYPE_DESC,RETAIL_CLINIC_IND,ADDRESS_LINE_1,ADDRESS_LINE_2,CITY,STATE_ABBV,ZIP_CODE_5,COUNTY,OPEN_24_HOURS,LATITUDE,LONGITUDE
1162,2816974,46,21,4,1,Regular,N,8300 NORTHERN LIGHTS DR,N/A,LINCOLN,NE,68505,LANCASTER,N,40.83189224,-96.60673107
1164,5119462,250,12,4,1,Regular,N,1203 W FOND DU LAC ST,N/A,RIPON,WI,54971,FOND DU LAC,N,43.854626,-88.863219
1166,2521741,244,19,2,1,Regular,N,719 BROOKWAY BLVD,N/A,BROOKHAVEN,MS,39601,LINCOLN,N,31.57933909,-90.45640152
1169,4542533,242,1,2,1,Regular,N,20675 FM 1093 RD,N/A,RICHMOND,TX,77407,FORT BEND,N,29.702072,-95.74182
1171,1444710,3,10,4,1,Regular,N,2801 N BROADWAY ST,N/A,CHICAGO,IL,60657,COOK,N,41.932999,-87.644899
1172,1043897,114,6,2,1,Regular,N,9851 GLADES RD,N/A,BOCA RATON,FL,33434,PALM BEACH,Y,26.36903329,-80.20091913
1173,1445318,3,10,4,1,Regular,N,1520 W FULLERTON AVE,N/A,CHICAGO,IL,60614,COOK,N,41.925299,-87.666399
1179,575184,153,11,1,1,Regular,N,1795 E CAPITOL EXPY,N/A,SAN JOSE,CA,95121,SANTA CLARA,N,37.31013039,-121.8099589
1180,3386225,326,16,3,1,Regular,N,3355 CRESCENT ST,N/A,LONG ISLAND CITY,NY,11106,QUEENS,N,40.761221,-73.930462
1189,1043001,198,3,2,1,Regular,N,3420 E LAKE RD,N/A,PALM HARBOR,FL,34685,PINELLAS,N,28.06093828,-82.70638769
1194,4535855,18,1,2,1,Regular,N,8530 FM 78,N/A,CONVERSE,TX,78109,BEXAR,N,29.500012,-98.315454
1197,305018,205,5,1,1,Regular,N,1745 E SOUTHERN AVE,N/A,TEMPE,AZ,85282,MARICOPA,Y,33.392231,-111.909655
1199,4535538,11,1,2,1,Regular,N,1600 JACKSON ST,N/A,RICHMOND,TX,77469,FORT BEND,N,29.579014,-95.77046
1200,5100653,38,12,4,1,Regular,N,275 W WISCONSIN AVE,STE 1108,MILWAUKEE,WI,53203,MILWAUKEE,N,43.038499,-87.914099
1201,1403106,1,4,4,1,Regular,Y,800 DEVON AVE,N/A,PARK RIDGE,IL,60068,COOK,Y,41.99734906,-87.8339767
1214,3342716,105,16,3,1,Regular,N,1328 2ND AVE,N/A,NEW YORK,NY,10021,NEW YORK,Y,40.76751996,-73.95918709
1221,1307417,260,22,1,1,Regular,N,3212 E CHINDEN BLVD,N/A,EAGLE,ID,83616,ADA,N,43.66365245,-116.3538906
1222,1007726,214,19,2,1,Regular,N,20 E NINE MILE RD,N/A,PENSACOLA,FL,32534,ESCAMBIA,N,30.53380839,-87.27458495
1230,132592,214,19,2,1,Regular,N,1421 GULF SHORES PKWY,N/A,GULF SHORES,AL,36542,BALDWIN,N,30.26385128,-87.68921977
1232,5614347,254,17,1,1,Regular,N,27785 SANTA MARGARITA PKWY,N/A,MISSION VIEJO,CA,92691,ORANGE,N,33.65301579,-117.6461029
1233,2240555,308,8,3,1,Regular,N,100 E MAIN ST,N/A,WEBSTER,MA,1570,WORCESTER,N,42.05796665,-71.86729934
1234,3673096,277,13,3,1,Regular,N,6 E BAGLEY RD,N/A,BEREA,OH,44017,CUYAHOGA,N,41.372216,-81.852534
1235,2634928,191,14,1,1,Regular,N,621 N MAGUIRE ST,N/A,WARRENSBURG,MO,64093,JOHNSON,N,38.770494,-93.734572
1236,2636237,191,14,1,1,Regular,N,13000 S US HIGHWAY 71,N/A,GRANDVIEW,MO,64030,JACKSON,N,38.887869,-94.526185
1241,576061,168,11,1,1,Regular,N,1201 TARAVAL ST,N/A,SAN FRANCISCO,CA,94116,SAN FRANCISCO,N,37.74264666,-122.4793236
1244,2635576,191,14,1,1,Regular,N,6320 N OAK TRFY,N/A,GLADSTONE,MO,64118,CLAY,N,39.209617,-94.576935
1246,2367375,185,7,3,1,Regular,N,13700 CANAL RD,N/A,STERLING HEIGHTS,MI,48313,MACOMB,N,42.61414841,-82.99147267
1249,1449366,222,10,4,1,Regular,N,4800 W CERMAK RD,N/A,CICERO,IL,60804,COOK,Y,41.85157911,-87.74462384
1252,4225860,282,23,3,1,Regular,N,2018 AUGUSTA ST,N/A,GREENVILLE,SC,29605,GREENVILLE,N,34.82435336,-82.39526685
1253,3400138,285,15,3,1,Regular,N,340 N MAIN ST,N/A,KERNERSVILLE,NC,27284,FORSYTH,N,36.12444678,-80.07003918
1254,5617571,180,17,1,1,Regular,N,44100 JEFFERSON ST,N/A,INDIO,CA,92201,RIVERSIDE,N,33.7283425,-116.2682049
1255,3983079,224,29,3,1,Regular,N,12050 BUSTLETON AVE,N/A,PHILADELPHIA,PA,19116,PHILADELPHIA,N,40.123712,-75.014943
1256,3988942,172,29,3,1,Regular,N,1101 LOCUST ST,N/A,PHILADELPHIA,PA,19107,PHILADELPHIA,N,39.94762462,-75.15926396
1257,4838186,285,15,3,1,Regular,N,103 COMMONWEALTH BLVD W,N/A,MARTINSVILLE,VA,24112,MARTINSVILLE CITY,N,36.695284,-79.875024
1265,2365989,160,7,3,1,Regular,N,3221 FORT ST,N/A,WYANDOTTE,MI,48192,WAYNE,N,42.20000581,-83.17940597
1267,4565935,10,1,2,1,Regular,N,485 SAWDUST RD,N/A,SPRING,TX,77380,MONTGOMERY,Y,30.126295,-95.448909
1272,303189,115,5,1,1,Regular,N,5101 W INDIAN SCHOOL RD,N/A,PHOENIX,AZ,85031,MARICOPA,Y,33.4944866,-112.1694823
1273,2626452,136,20,4,1,Regular,N,1391 BIG BEND RD,N/A,BALLWIN,MO,63021,SAINT LOUIS,N,38.568152,-90.496564
1279,3206770,44,26,1,1,Regular,N,2950 CENTRAL AVE SE,N/A,ALBUQUERQUE,NM,87106,BERNALILLO,N,35.08022084,-106.6123807
1281,3673541,113,13,3,1,Regular,N,68 W US HIGHWAY 22 AND 3,N/A,MAINEVILLE,OH,45039,WARREN,N,39.33923669,-84.22048763
1283,579776,57,11,1,1,Regular,N,500 GEARY ST,N/A,SAN FRANCISCO,CA,94102,SAN FRANCISCO,N,37.78706003,-122.4117316
1286,609961,204,26,1,1,Regular,N,655 E SOUTH BOULDER RD,N/A,LOUISVILLE,CO,80027,BOULDER,N,39.98802265,-105.1353112
1293,4500597,104,5,1,1,Regular,N,1210 WEDGEWOOD DR,N/A,EL PASO,TX,79925,EL PASO,Y,31.76088,-106.354067
1297,5613256,57,11,1,1,Regular,N,670 4TH ST,N/A,SAN FRANCISCO,CA,94107,SAN FRANCISCO,N,37.777094,-122.395039
1298,1448439,3,10,4,1,Regular,N,1372 N MILWAUKEE AVE,N/A,CHICAGO,IL,60622,COOK,N,41.90710466,-87.67251758
1301,1622047,50,21,4,1,Regular,N,327 W 4TH ST,N/A,OTTUMWA,IA,52501,WAPELLO,N,41.02200614,-92.41326517
1303,2416976,232,21,4,1,Regular,N,4323 CHICAGO AVE,N/A,MINNEAPOLIS,MN,55407,HENNEPIN,N,44.92422471,-93.26228908
1304,4535273,238,24,2,1,Regular,N,5709 W AMARILLO BLVD,N/A,AMARILLO,TX,79106,POTTER,N,35.2126622,-101.9012916
1306,619710,204,26,1,1,Regular,N,11605 W BELLEVIEW AVE,N/A,LITTLETON,CO,80127,JEFFERSON,N,39.62469093,-105.1293758
1308,1447285,3,10,4,1,Regular,N,7410 N CLARK ST,N/A,CHICAGO,IL,60626,COOK,N,42.016399,-87.675799
1309,1477581,289,20,4,1,Regular,N,110 WALNUT ST,N/A,HIGHLAND,IL,62249,MADISON,N,38.747564,-89.681785
1310,1449378,222,10,4,1,Regular,N,3110 W ARMITAGE AVE,N/A,CHICAGO,IL,60647,COOK,N,41.917499,-87.705599
1315,3130589,286,29,3,1,Regular,N,2353 ROUTE 9,N/A,TOMS RIVER,NJ,8755,OCEAN,Y,40.04382342,-74.22163326
1317,3672727,304,13,3,1,Regular,N,3445 S HIGH ST,N/A,COLUMBUS,OH,43207,FRANKLIN,N,39.89140875,-82.99727454
1318,132996,214,19,2,1,Regular,N,698 S MCKENZIE ST,N/A,FOLEY,AL,36535,BALDWIN,N,30.39986225,-87.68405352
1319,3411585,256,23,3,1,Regular,N,2130 S 17TH ST,N/A,WILMINGTON,NC,28401,NEW HANOVER,Y,34.204983,-77.924509
1327,577481,57,11,1,1,Regular,N,498 CASTRO ST,N/A,SAN FRANCISCO,CA,94114,SAN FRANCISCO,Y,37.76103488,-122.4352754
1332,1446649,3,10,4,1,Regular,N,300 N MICHIGAN AVE,N/A,CHICAGO,IL,60601,COOK,N,41.886999,-87.624699
1336,5116884,131,12,4,1,Regular,N,4520 W NORTH AVE,N/A,MILWAUKEE,WI,53208,MILWAUKEE,N,43.060799,-87.970299
1337,3674365,202,13,3,1,Regular,N,6421 MARKET AVE N,N/A,CANTON,OH,44721,STARK,N,40.875299,-81.364599
1339,1011648,100,3,2,1,Regular,N,3077 54TH AVE S,N/A,ST PETERSBURG,FL,33712,PINELLAS,Y,27.71957374,-82.67353635
1375,1448427,3,10,4,1,Regular,N,1200 N DEARBORN ST,N/A,CHICAGO,IL,60610,COOK,Y,41.904099,-87.630199
1376,3404958,184,23,3,1,Regular,N,6649 MORRISON BLVD,N/A,CHARLOTTE,NC,28211,MECKLENBURG,Y,35.15314073,-80.82690514
1393,581238,168,11,1,1,Regular,N,1630 OCEAN AVE,N/A,SAN FRANCISCO,CA,94112,SAN FRANCISCO,N,37.72490269,-122.4596544
1398,3673109,305,29,3,1,Regular,N,525 E MIDLOTHIAN BLVD,N/A,YOUNGSTOWN,OH,44502,MAHONING,N,41.060274,-80.645385
1403,580248,57,11,1,1,Regular,N,3201 DIVISADERO ST,N/A,SAN FRANCISCO,CA,94123,SAN FRANCISCO,Y,37.79920087,-122.4430003
1407,1049015,198,3,2,1,Regular,N,2519 N MCMULLEN BOOTH RD,N/A,CLEARWATER,FL,33761,PINELLAS,N,28.01275569,-82.70766907
1411,1049053,114,6,2,1,Regular,N,21324 ST ANDREWS BLVD,N/A,BOCA RATON,FL,33433,PALM BEACH,N,26.35962681,-80.13695581
1412,1048772,21,6,2,1,Regular,N,890 N STATE ROAD 7,N/A,HOLLYWOOD,FL,33021,BROWARD,N,26.01734112,-80.20852418
1417,1448150,222,10,4,1,Regular,N,1931 W CERMAK RD,N/A,CHICAGO,IL,60608,COOK,Y,41.852099,-87.674099
1423,3723978,159,14,1,1,Regular,N,2316 N ROCKWELL AVE,N/A,BETHANY,OK,73008,OKLAHOMA,N,35.492574,-97.635831
1427,3380831,212,16,3,1,Regular,N,532 NEPTUNE AVE,N/A,BROOKLYN,NY,11224,KINGS,N,40.57974873,-73.97425538
1430,2812712,46,21,4,1,Regular,N,1701 SOUTH ST,N/A,LINCOLN,NE,68502,LANCASTER,Y,40.79146513,-96.69636637
1438,1449049,4,4,4,1,Regular,N,2501 WAUKEGAN RD,N/A,BANNOCKBURN,IL,60015,LAKE,N,42.19828326,-87.86116926
1444,1537236,135,25,4,1,Regular,N,1130 N LEBANON ST,N/A,LEBANON,IN,46052,BOONE,N,40.056914,-86.471231
1445,2426268,134,21,4,1,Regular,N,9124 BRODERICK BLVD,N/A,INVER GROVE HEIGHTS,MN,55076,DAKOTA,N,44.81757149,-93.04309233
1449,1477365,173,10,4,1,Regular,N,8000 BROADVIEW VILLAGE SQ,N/A,BROADVIEW,IL,60155,COOK,N,41.849299,-87.849299
1450,1451498,222,10,4,1,Regular,Y,4101 1ST AVE,N/A,LYONS,IL,60534,COOK,Y,41.815933,-87.833658
1451,720094,125,16,3,1,Regular,N,1083 BOSTON POST RD,N/A,MILFORD,CT,6460,NEW HAVEN,N,41.23337676,-73.04344735
1455,720222,125,16,3,1,Regular,N,1116 BOSTON POST RD,N/A,GUILFORD,CT,6437,NEW HAVEN,N,41.287324,-72.688001
1463,4024953,117,9,2,1,Regular,N,446 AVE JUAN ROSADO,N/A,ARECIBO,PR,612,ARECIBO,N,18.463422,-66.72148
1476,4024888,117,9,2,1,Regular,N,PR 2 & PR 402,N/A,A?ASCO,PR,610,ANASCO,N,18.299524,-67.157081
1478,2241177,106,8,3,1,Regular,N,501 FOUNDRY ST,N/A,NORTH EASTON,MA,2356,BRISTOL,N,42.02426588,-71.12163902
1479,2427931,315,21,4,1,Regular,N,16750 COUNTY ROAD 30,N/A,MAPLE GROVE,MN,55311,HENNEPIN,N,45.12780181,-93.49273348
1484,1478052,7,4,4,1,Regular,N,3401 ORCHARD RD,N/A,OSWEGO,IL,60543,KENDALL,N,41.68705115,-88.38103986
1487,3386984,326,16,3,1,Regular,N,10425 QUEENS BLVD,N/A,FOREST HILLS,NY,11375,QUEENS,Y,40.723673,-73.847996
1495,1451284,9,4,4,1,Regular,N,4225 W ARMITAGE AVE,N/A,CHICAGO,IL,60639,COOK,N,41.916899,-87.732299
1496,1451258,1,4,4,1,Regular,N,6310 N NAGLE AVE,N/A,CHICAGO,IL,60646,COOK,Y,41.99598031,-87.78803379
1497,5127964,39,12,4,1,Regular,N,2455 EASTERN AVE,N/A,PLYMOUTH,WI,53073,SHEBOYGAN,N,43.746168,-87.951532
1502,3646215,113,13,3,1,Regular,N,6204 MONTGOMERY RD,N/A,CINCINNATI,OH,45213,HAMILTON,N,39.182899,-84.424699
1503,1452604,222,10,4,1,Regular,N,1926 W 35TH ST,N/A,CHICAGO,IL,60609,COOK,N,41.830499,-87.673599
1504,1451501,7,4,4,1,Regular,N,10639 S CICERO AVE,N/A,OAK LAWN,IL,60453,COOK,N,41.69879049,-87.73929562
1508,1052478,21,6,2,1,Regular,Y,2855 STIRLING RD,N/A,FT LAUDERDALE,FL,33312,BROWARD,Y,26.04810191,-80.17967344
1512,4417348,36,27,4,1,Regular,N,7650 W FARMINGTON BLVD,N/A,GERMANTOWN,TN,38138,SHELBY,N,35.09620468,-89.80818464
1515,1450422,292,4,4,1,Regular,N,5900 N 2ND ST,N/A,LOVES PARK,IL,61111,WINNEBAGO,N,42.316399,-89.058299
1518,4505345,16,1,2,1,Regular,N,14402 FM 2100 RD,N/A,CROSBY,TX,77532,HARRIS,N,29.893966,-95.062809
1531,3193288,240,29,3,1,Regular,N,625 N BLACK HORSE PIKE,N/A,BLACKWOOD,NJ,8012,CAMDEN,N,39.810924,-75.068504
1532,1055727,156,6,2,1,Regular,N,6700 COLLINS AVE,N/A,MIAMI BEACH,FL,33141,MIAMI-DADE,Y,25.85075373,-80.12043691
1536,582987,58,11,1,1,Regular,N,3434 HIGH ST,N/A,OAKLAND,CA,94619,ALAMEDA,N,37.7860837,-122.1962965
1537,585159,58,11,1,1,Regular,N,3232 FOOTHILL BLVD,N/A,OAKLAND,CA,94601,ALAMEDA,N,37.78381388,-122.2216029
1548,3672739,241,13,3,1,Regular,N,5271 SALEM AVE,N/A,TROTWOOD,OH,45426,MONTGOMERY,N,39.821117,-84.283261
1556,611675,204,26,1,1,Regular,N,245 S SHERIDAN BLVD,N/A,LAKEWOOD,CO,80226,JEFFERSON,N,39.71227091,-105.0546691
1560,3442213,256,23,3,1,Regular,N,3720 S COLLEGE RD,N/A,WILMINGTON,NC,28412,NEW HANOVER,N,34.17415127,-77.89194337
1572,3385449,326,16,3,1,Regular,N,4415 KISSENA BLVD,N/A,FLUSHING,NY,11355,QUEENS,N,40.753583,-73.822224
1580,4567383,11,1,2,1,Regular,N,6730 HILLCROFT ST,N/A,HOUSTON,TX,77081,HARRIS,N,29.706533,-95.494043
1582,4567408,20,1,2,1,Regular,N,3900 WESTHEIMER RD,N/A,HOUSTON,TX,77027,HARRIS,N,29.7424732,-95.44318488
1583,4567410,20,1,2,1,Regular,N,9329 KATY FWY,N/A,HOUSTON,TX,77024,HARRIS,N,29.782776,-95.522353
1593,1451272,1,4,4,1,Regular,N,5230 N MILWAUKEE AVE,N/A,CHICAGO,IL,60630,COOK,N,41.97517837,-87.76766892
1598,3355016,212,16,3,1,Regular,N,1579 FOREST AVE,N/A,STATEN ISLAND,NY,10302,RICHMOND,N,40.624547,-74.141413
1600,1053824,23,6,2,1,Regular,N,14720 N KENDALL DR,N/A,MIAMI,FL,33196,MIAMI-DADE,N,25.68391893,-80.43034838
1606,5635810,193,17,1,1,Regular,N,3001 FOOTHILL BLVD,N/A,LA CRESCENTA,CA,91214,LOS ANGELES,N,34.22759096,-118.2450043
1610,2367503,185,7,3,1,Regular,N,21211 HARPER AVE,N/A,ST CLAIR SHORES,MI,48080,MACOMB,N,42.45166846,-82.9149886
1611,3400114,216,23,3,1,Regular,N,4309 WAKE FOREST RD,N/A,RALEIGH,NC,27609,WAKE,N,35.84054288,-78.612308
1616,3388798,326,16,3,1,Regular,N,8277 BROADWAY,N/A,ELMHURST,NY,11373,QUEENS,N,40.741399,-73.880599
1622,1055032,22,6,2,1,Regular,N,4050 S US HIGHWAY 1,STE 302,JUPITER,FL,33477,PALM BEACH,N,26.89486465,-80.0614841
1625,545648,58,11,1,1,Regular,N,5055 TELEGRAPH AVE,N/A,OAKLAND,CA,94609,ALAMEDA,Y,37.83698039,-122.2628023
1626,587343,168,11,1,1,Regular,N,2494 SAN BRUNO AVE,N/A,SAN FRANCISCO,CA,94134,SAN FRANCISCO,N,37.73012636,-122.4048523
1633,2601498,118,20,4,1,Regular,N,7398 N LINDBERGH BLVD,N/A,HAZELWOOD,MO,63042,SAINT LOUIS,N,38.784291,-90.353975
1634,4437516,127,27,4,1,Regular,N,7810 OAK RIDGE HWY,N/A,KARNS,TN,37931,KNOX,N,35.979733,-84.115763
1646,1153143,178,18,2,1,Regular,N,23 S MARIETTA PKWY SW,N/A,MARIETTA,GA,30064,COBB,Y,33.951818,-84.552087
1652,5117925,38,12,4,1,Regular,N,3109 S KINNICKINNIC AVE,N/A,MILWAUKEE,WI,53207,MILWAUKEE,N,42.98797084,-87.88366124
1656,1452983,4,4,4,1,Regular,N,63 GREEN BAY RD,N/A,GLENCOE,IL,60022,COOK,N,42.11957696,-87.74524827
1657,1931941,327,19,2,1,Regular,N,3333 MASONIC DR,N/A,ALEXANDRIA,LA,71301,RAPIDES,N,31.283299,-92.459599
1662,1054496,119,3,2,1,Regular,N,4673 TAMIAMI TRL N,N/A,NAPLES,FL,34103,COLLIER,N,26.20380482,-81.80117299
1670,1452995,203,10,4,1,Regular,N,15 GRANT SQ,N/A,HINSDALE,IL,60521,DUPAGE,N,41.803199,-87.933099
1679,2623420,136,20,4,1,Regular,N,6411 GRAVOIS AVE,N/A,SAINT LOUIS,MO,63116,SAINT LOUIS CITY,N,38.573599,-90.280599
1681,1054206,124,6,2,1,Regular,N,4319 N OCEAN DR,N/A,LAUDERDALE BY THE SEA,FL,33308,BROWARD,N,26.18826033,-80.09710686
1685,5117886,38,12,4,1,Regular,Y,1400 E BRADY ST,N/A,MILWAUKEE,WI,53202,MILWAUKEE,Y,43.05332495,-87.89321003
1724,1016129,170,28,2,1,Regular,N,4899 NW BLITCHTON RD,N/A,OCALA,FL,34482,MARION,N,29.216482,-82.205748
1737,2400125,40,21,4,1,Regular,N,200 W LAKE ST,N/A,MINNEAPOLIS,MN,55408,HENNEPIN,N,44.94849342,-93.28179741
1750,569701,213,17,1,1,Regular,N,1250 E CHAPMAN AVE,N/A,FULLERTON,CA,92831,ORANGE,N,33.87359499,-117.9060108
1751,2428616,232,21,4,1,Regular,N,2920 WHITE BEAR AVE N,N/A,MAPLEWOOD,MN,55109,RAMSEY,Y,45.028203,-93.017745
1756,4704094,128,8,3,1,Regular,N,10 WOODSTOCK AVE,N/A,RUTLAND,VT,5701,RUTLAND,Y,43.61044324,-72.97131029
1761,1058711,22,6,2,1,Regular,N,6770 FOREST HILL BLVD,N/A,GREENACRES,FL,33413,PALM BEACH,N,26.64879142,-80.14685205
1768,1453846,1,4,4,1,Regular,N,7652 W TOUHY AVE,N/A,CHICAGO,IL,60631,COOK,N,42.01162566,-87.8182459
1769,612273,42,26,1,1,Regular,N,2000 E COLFAX AVE,N/A,DENVER,CO,80206,DENVER,Y,39.739799,-104.963099
1770,1477113,122,20,4,1,Regular,N,2625 ADLAI STEVENSON DR,N/A,SPRINGFIELD,IL,62703,SANGAMON,N,39.758313,-89.617012
1776,4610209,217,22,1,1,Regular,N,815 W STATE RD,N/A,PLEASANT GROVE,UT,84062,UTAH,N,40.36573875,-111.752617
1777,132681,214,19,2,1,Regular,N,3948 AIRPORT BLVD,N/A,MOBILE,AL,36608,MOBILE,Y,30.67644686,-88.14802294
1779,1058519,163,28,2,1,Regular,N,4608 E MICHIGAN ST,N/A,ORLANDO,FL,32812,ORANGE,N,28.512599,-81.330299
1799,1922815,110,19,2,1,Regular,N,1503 METAIRIE RD,N/A,METAIRIE,LA,70005,JEFFERSON,N,29.98774509,-90.14011192
1800,1058266,170,28,2,1,Regular,N,4578 S KIRKMAN RD,N/A,ORLANDO,FL,32811,ORANGE,N,28.49480706,-81.46111589
1803,1059523,114,6,2,1,Regular,N,5030 CHAMPION BLVD,N/A,BOCA RATON,FL,33496,PALM BEACH,N,26.41084927,-80.12363598
1807,591873,126,11,1,1,Regular,N,22 SAN PEDRO RD,N/A,DALY CITY,CA,94014,SAN MATEO,N,37.6894293,-122.4665236
1811,2417687,232,21,4,1,Regular,N,3207 E LAKE ST,N/A,MINNEAPOLIS,MN,55406,HENNEPIN,N,44.948199,-93.224999
1813,5626532,193,17,1,1,Regular,N,18568 VENTURA BLVD,N/A,TARZANA,CA,91356,LOS ANGELES,N,34.16919719,-118.5378556
1816,5622940,313,17,1,1,Regular,N,3301 PANAMA LN,N/A,BAKERSFIELD,CA,93313,KERN,N,35.29528897,-119.0396379
1824,711792,208,16,3,1,Regular,N,30 HAZARD AVE,N/A,ENFIELD,CT,6082,HARTFORD,N,41.989306,-72.580645
1826,711879,208,16,3,1,Regular,N,324 N MAIN ST,N/A,WEST HARTFORD,CT,6117,HARTFORD,N,41.78372746,-72.74612874
1829,4027531,288,9,2,1,Regular,N,80 CARRETERA 308,N/A,CABO ROJO,PR,623,CABO ROJO,N,18.080668,-67.156379
1834,711881,263,16,3,1,Regular,N,1870 POST RD E,N/A,WESTPORT,CT,6880,FAIRFIELD,N,41.13755482,-73.29787534
1835,711805,263,16,3,1,Regular,N,740 VILLA AVE,N/A,FAIRFIELD,CT,6825,FAIRFIELD,Y,41.17523176,-73.22886769
1847,2226769,287,8,3,1,Regular,N,757 GALLIVAN BLVD,N/A,DORCHESTER,MA,2122,SUFFOLK,Y,42.28426403,-71.04452649
1851,2226834,106,8,3,1,Regular,N,148 W CENTRAL ST,N/A,NATICK,MA,1760,MIDDLESEX,N,42.2813624,-71.37648106
1852,2226846,106,8,3,1,Regular,N,1478 HIGHLAND AVE,N/A,NEEDHAM,MA,2492,NORFOLK,N,42.28104682,-71.23588599
1855,2227230,287,8,3,1,Regular,N,15 SCHOOL ST,N/A,FRAMINGHAM,MA,1701,MIDDLESEX,N,42.32111362,-71.39541979
1862,2226947,107,8,3,1,Regular,N,450 PARADISE RD,N/A,SWAMPSCOTT,MA,1907,ESSEX,N,42.48271481,-70.90313194
1863,2226810,287,8,3,1,Regular,N,60 BEDFORD ST,N/A,LEXINGTON,MA,2420,MIDDLESEX,N,42.45310692,-71.23395942
1864,2226707,287,8,3,1,Regular,N,324 MASSACHUSETTS AVE,N/A,ARLINGTON,MA,2474,MIDDLESEX,N,42.40996412,-71.14871323
1870,5618092,313,17,1,1,Regular,N,12109 APPLE VALLEY RD,N/A,APPLE VALLEY,CA,92308,SAN BERNARDINO,N,34.47169127,-117.2415816
1871,2226858,287,8,3,1,Regular,N,22 LANGLEY RD,N/A,NEWTON CENTRE,MA,2459,MIDDLESEX,N,42.33099134,-71.19337745
1873,711778,263,16,3,1,Regular,N,138 HEIGHTS RD,N/A,DARIEN,CT,6820,FAIRFIELD,N,41.07028,-73.494051
1875,3127796,108,29,3,1,Regular,N,383 WASHINGTON AVE,N/A,HILLSDALE,NJ,7642,BERGEN,N,41.001299,-74.041799
1879,3127772,108,29,3,1,Regular,N,2151 LEMOINE AVE,N/A,FORT LEE,NJ,7024,BERGEN,Y,40.856499,-73.967299
1881,3127746,252,29,3,1,Regular,N,17 BELLEVILLE AVE,N/A,BLOOMFIELD,NJ,7003,ESSEX,N,40.796699,-74.180499
1884,3127847,252,29,3,1,Regular,N,800 MORRIS TPKE,N/A,SHORT HILLS,NJ,7078,ESSEX,N,40.722499,-74.335599
1895,2417788,315,21,4,1,Regular,N,2643 CENTRAL AVE NE,N/A,MINNEAPOLIS,MN,55418,HENNEPIN,Y,45.015699,-93.246999
1899,321226,45,5,1,1,Regular,N,9495 E SPEEDWAY BLVD,N/A,TUCSON,AZ,85710,PIMA,N,32.23602875,-110.7903762
1900,315920,45,5,1,1,Regular,N,9115 E TANQUE VERDE RD,N/A,TUCSON,AZ,85749,PIMA,N,32.25930474,-110.7977721
1902,1012789,284,3,2,1,Regular,N,6680 THOMASVILLE RD,N/A,TALLAHASSEE,FL,32312,LEON,N,30.56115862,-84.21822646
1910,2368098,221,7,3,1,Regular,N,2321 E GRAND RIVER AVE,N/A,HOWELL,MI,48843,LIVINGSTON,Y,42.599248,-83.906651
1913,2521804,195,18,2,1,Regular,N,2026 HIGHWAY 72 E,N/A,CORINTH,MS,38834,ALCORN,N,34.91377116,-88.5023401
1916,2417651,315,21,4,1,Regular,N,13611 GROVE DR,N/A,MAPLE GROVE,MN,55311,HENNEPIN,N,45.10242212,-93.45342885
1917,2242624,106,8,3,1,Regular,N,983 PROVIDENCE HWY,N/A,DEDHAM,MA,2026,NORFOLK,N,42.231837,-71.181409
1918,3348263,212,16,3,1,Regular,N,755 BROADWAY,N/A,BROOKLYN,NY,11206,KINGS,N,40.700671,-73.941814
1921,1058735,53,3,2,1,Regular,N,3506 CLARK RD,# 300,SARASOTA,FL,34231,SARASOTA,N,27.26812506,-82.49981081
1924,1040435,156,6,2,1,Regular,N,2300 COLLINS AVE,N/A,MIAMI BEACH,FL,33139,MIAMI-DADE,Y,25.79852782,-80.12811187
1925,1003716,198,3,2,1,Regular,N,13317 N BOULEVARD,N/A,TAMPA,FL,33612,HILLSBOROUGH,N,28.06895491,-82.46729487
1933,4569565,235,24,2,1,Regular,N,2501 S LAMAR BLVD,N/A,AUSTIN,TX,78704,TRAVIS,Y,30.24604876,-97.77779579
1934,1051072,52,3,2,1,Regular,N,1802 JAMES L REDMAN PKWY,N/A,PLANT CITY,FL,33563,HILLSBOROUGH,N,27.99607394,-82.12111218
1937,5127875,268,12,4,1,Regular,N,1106 W CLAIREMONT AVE,N/A,EAU CLAIRE,WI,54701,EAU CLAIRE,N,44.793077,-91.518246
1938,1060792,22,6,2,1,Regular,N,1208 ROYAL PALM BEACH BLVD,N/A,ROYAL PALM BEACH,FL,33411,PALM BEACH,N,26.70845012,-80.22747077
1940,590275,58,11,1,1,Regular,N,1955 W TEXAS ST,N/A,FAIRFIELD,CA,94533,SOLANO,N,38.24841262,-122.0646445
1941,3208116,44,26,1,1,Regular,N,1200 S MAIN ST,N/A,ROSWELL,NM,88203,CHAVES,N,33.37936688,-104.5233353
1947,1060742,114,6,2,1,Regular,N,3768 W HILLSBORO BLVD,N/A,DEERFIELD BEACH,FL,33442,BROWARD,N,26.31613858,-80.15451436
1950,315348,12,5,1,1,Regular,N,10135 E VIA LINDA,N/A,SCOTTSDALE,AZ,85258,MARICOPA,N,33.57308874,-111.8634672
1951,2426042,134,21,4,1,Regular,N,612 4TH ST NW,N/A,FARIBAULT,MN,55021,RICE,N,44.294478,-93.279099
